x,y
1.0,7.467141530112327
3.020408163265306,6.168377396451418
5.040816326530612,19.078926197333452
7.061224489795918,32.88335978857005
9.081632653061224,20.362547885419698
11.102040816326529,25.413732471324515
13.122448979591836,48.598250604053504
15.142857142857142,45.53149014867194
17.163265306122447,38.21341940595659
19.183673469387752,53.38478410932903
21.204081632653057,48.37602715350802
23.224489795918366,53.40392695409335
25.24489795918367,65.53186761361953
27.265306122448976,49.03046285954446
29.285714285714285,55.96510738915538
31.30612244897959,72.64243083003925
33.326530612244895,73.18801532726799
35.3469387755102,91.50982026472825
37.367346938775505,84.33812659172665
39.38775510204081,84.34635074174912
41.408163265306115,118.17689585248083
43.42857142857142,106.3136655665632
45.44897959183673,114.29773102647107
47.469387755102034,104.42598752562053
49.48979591836734,118.28066255066653
51.51020408163265,129.8847361011803
53.53061224489795,122.31659483802186
55.55102040816326,142.6345312038649
57.57142857142857,137.92218452938337
59.59183673469387,146.0626543388019
61.61224489795918,148.01354612260397
63.63265306122448,177.6044144981506
65.65306122448979,163.9976808138451
67.67346938775509,158.6065641798287
69.6938775510204,182.4601429985829
71.71428571428571,167.07727778600406
73.73469387755101,186.42537064392508
75.75510204081633,169.79105386324306
77.77551020408163,181.15691502121976
79.79591836734693,201.45840827705857
81.81632653061223,211.92548212648467
83.83673469387755,211.30551954659356
85.85714285714285,213.4863743189747
87.87755102040815,216.6828405951275
89.89795918367346,209.9596780555094
91.91836734693877,222.59747628339983
93.93877551020407,230.2405510659123
95.95918367346938,250.46918144586263
97.97959183673468,248.38516248752134
100.0,232.36959844637266
